room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
10024671,7278244,Shared room,,Puhinui South,2,,2,1.0,30.0,1.0,-36.983532,174.879761,2016-08-19 19:54:26.311405
13266076,74717428,Private room,,Springleigh,1,,1,1.0,20.0,2.0,-36.883006,174.709389,2016-08-19 19:54:51.746748
9222333,47953027,Private room,,Turanga,1,,2,1.0,90.0,1.0,-36.945523,174.965312,2016-08-19 19:54:23.237065
10635121,54793093,Entire home/apt,,Newton,9,5.0,2,1.0,111.0,2.0,-36.858477,174.755384,2016-08-19 19:54:21.976698
13590562,1520738,Private room,,Auckland Central East,1,,2,1.0,82.0,2.0,-36.848166,174.766135,2016-08-19 19:54:18.010749
13333850,67966159,Private room,,Epsom Central,23,5.0,2,1.0,44.0,1.0,-36.890923,174.768309,2016-08-19 19:54:13.760846
14235247,71445419,Entire home/apt,,Auckland Harbourside,1,,2,1.0,158.0,3.0,-36.844056,174.766238,2016-08-19 19:54:11.570704
14377765,88252081,Private room,,Windsor Park,0,,4,1.0,34.0,1.0,-36.741422,174.740639,2016-08-19 19:54:10.470847
7842271,35041094,Entire home/apt,,Maungawhau,17,5.0,4,2.0,45.0,1.0,-36.890792,174.758844,2016-08-19 19:54:05.602808
13378761,57274887,Entire home/apt,,Mt Victoria,0,,3,1.0,165.0,3.0,-36.830205,174.801595,2016-08-19 19:53:59.024057
7026193,36831328,Private room,,Baverstock Oaks,48,4.5,2,1.0,23.0,1.0,-36.956178,174.917483,2016-08-19 19:53:56.536832
8956321,35907508,Entire home/apt,,Auckland Central East,53,5.0,3,1.0,131.0,1.0,-36.846241,174.770466,2016-08-19 19:53:55.876833
6147596,31891708,Private room,,Kohimarama West,20,5.0,2,1.0,75.0,1.0,-36.859962,174.845302,2016-08-19 19:53:51.506771
14092305,84781160,Entire home/apt,,Auckland Central East,1,,2,0.0,112.0,2.0,-36.849143,174.772447,2016-08-19 19:53:46.758001
11261915,28315026,Private room,,Beachlands-Maraetai,6,5.0,2,1.0,67.0,1.0,-36.884057,175.044421,2016-08-19 19:53:35.016157
134163,645811,Private room,,Roberton,0,,4,1.0,72.0,7.0,-36.887133,174.696667,2016-08-19 19:53:30.143035
10364016,11905911,Entire home/apt,,Freemans Bay,0,,3,1.0,74.0,3.0,-36.858628,174.753983,2016-08-19 19:53:28.417073
14236554,86573459,Private room,,West Harbour,0,,1,1.0,23.0,1.0,-36.825982,174.618488,2016-08-19 19:53:25.843185
11802157,35839992,Private room,,Royal Oak,0,,1,1.0,37.0,1.0,-36.908819,174.761711,2016-08-19 19:53:24.319321
14532521,89865834,Private room,,Waiheke Island,0,,2,1.0,139.0,2.0,-36.798703,175.084631,2016-08-19 19:53:20.320303
9593306,49652725,Entire home/apt,,Chelsea,0,,8,4.0,187.0,1.0,-36.819113,174.709735,2016-08-19 19:53:10.997896
12905612,70721137,Private room,,Sandringham West,0,,2,1.0,57.0,1.0,-36.886919,174.730014,2016-08-19 19:53:10.354009
13578339,47062679,Private room,,Mt Eden South,0,,1,1.0,22.0,7.0,-36.898085,174.755446,2016-08-19 19:53:08.287167
13264497,46419283,Entire home/apt,,Auckland Central West,4,5.0,2,1.0,90.0,1.0,-36.848146,174.763742,2016-08-19 19:53:03.004869
4157961,13238000,Entire home/apt,,Auckland Harbourside,7,4.5,3,2.0,221.0,3.0,-36.843835,174.763998,2016-08-19 19:53:00.334772
9812893,50336176,Private room,,Auckland Central East,3,4.5,2,1.0,53.0,1.0,-36.85523,174.762726,2016-08-19 19:52:58.115589
14560072,83632633,Private room,,Albany,0,,1,1.0,34.0,1.0,-36.723417,174.688988,2016-08-19 19:52:57.797915
5298933,27183642,Private room,,Mission Bay,1,,1,1.0,68.0,3.0,-36.863758,174.84139,2016-08-19 19:52:48.725599
12022398,24246672,Entire home/apt,,Auckland Central East,42,4.5,2,1.0,105.0,,-36.845617,174.76789,2016-08-19 19:52:46.577555
7584672,39775445,Shared room,,Hobsonville South,0,,2,1.0,75.0,1.0,-36.804034,174.645907,2016-08-19 19:52:41.644194
14074951,66548201,Private room,,Grafton East,1,,2,1.0,61.0,1.0,-36.863523,174.76732,2016-08-19 19:52:39.987589
14407845,66514221,Private room,,Waiheke Island,0,,2,1.0,67.0,1.0,-36.778293,175.047114,2016-08-19 19:52:39.799846
13602104,49382941,Private room,,Wade Heads,4,5.0,4,1.0,38.0,1.0,-36.635918,174.72414,2016-08-19 19:52:38.155930
13675449,7325663,Entire home/apt,,Ferndale,0,,4,2.0,82.0,1.0,-36.902113,174.829937,2016-08-19 19:52:35.253859
12797654,18946594,Entire home/apt,,Glendowie,1,,6,3.0,225.0,5.0,-36.860617,174.876008,2016-08-19 19:52:32.296512
12977907,71440436,Entire home/apt,,Rewiti,1,,4,2.0,142.0,2.0,-36.727145,174.43042,2016-08-19 19:52:24.264552
13556751,44013653,Entire home/apt,,Auckland Harbourside,1,,4,2.0,263.0,1.0,-36.840232,174.765975,2016-08-19 19:52:15.622683
11194505,16262019,Private room,,Waimumu North,0,,2,1.0,23.0,2.0,-36.844897,174.620824,2016-08-19 19:52:12.857320
11302514,50680859,Entire home/apt,,Murrays Bay,0,,3,2.0,131.0,2.0,-36.727947,174.752948,2016-08-19 19:51:56.374086
12291766,50919941,Entire home/apt,,Waiheke Island,0,,6,3.0,374.0,,-36.783035,175.008179,2016-08-19 19:51:23.949341
14078071,84610844,Entire home/apt,,Manly,0,,2,1.0,150.0,1.0,-36.630625,174.760492,2016-08-19 19:51:03.979846
6972480,469366,Private room,,Papatoetoe Central,2,,2,1.0,41.0,1.0,-36.979653,174.867984,2016-08-19 19:50:58.378557
9846124,20257250,Private room,,Eden Terrace,10,4.5,2,1.0,53.0,2.0,-36.864936,174.759386,2016-08-19 19:50:52.609871
14077279,42714572,Private room,,Clover Park,3,5.0,2,1.0,41.0,1.0,-36.978266,174.888093,2016-08-19 19:50:50.205464
7989813,29534648,Shared room,,Hillsborough East,8,4.5,3,1.0,16.0,3.0,-36.915007,174.76837,2016-08-19 19:50:46.730429
10324481,44322323,Shared room,,Sherbourne,0,,3,1.0,88.0,1.0,-36.875971,174.762194,2016-08-19 19:50:44.003911
8038108,1537376,Private room,,Grey Lynn East,31,5.0,2,1.0,57.0,1.0,-36.861507,174.748765,2016-08-19 19:50:50.694673
3755637,19201905,Private room,,Mangere Central,270,4.5,2,1.0,29.0,1.0,-36.970238,174.792114,2016-08-19 19:50:40.763826
52133,240890,Private room,,Meadowland,0,,1,1.0,75.0,1.0,-36.915151,174.938251,2016-08-19 19:50:16.999988
8619750,34069812,Private room,,Mangere South,142,4.5,2,1.0,44.0,1.0,-36.982767,174.803356,2016-08-19 19:49:57.190720
14041644,11498969,Private room,,St Lukes,1,,2,1.0,20.0,2.0,-36.870618,174.734097,2016-08-19 19:49:54.427654
13282429,54790725,Entire home/apt,,Westlake,2,,4,2.0,112.0,1.0,-36.779992,174.754964,2016-08-19 19:49:53.659652
1124880,6170890,Entire home/apt,,Murrays Bay,2,,5,1.0,112.0,7.0,-36.73117,174.739811,2016-08-19 19:49:36.334810
9348040,7746787,Entire home/apt,,Auckland Central East,6,4.5,3,1.0,90.0,2.0,-36.846691,174.769998,2016-08-19 19:49:32.167140
2592852,13238000,Entire home/apt,,Auckland Central East,8,4.0,2,1.0,142.0,3.0,-36.848277,174.767727,2016-08-19 19:49:30.040874
14270238,1136253,Private room,,Meadowbank North,0,,2,1.0,75.0,1.0,-36.870234,174.834061,2016-08-19 19:49:27.950261
10077149,25084188,Entire home/apt,,Waiheke Island,0,,6,3.0,747.0,1.0,-36.778802,175.036958,2016-08-19 19:49:26.595458
10046471,24536733,Private room,,Ponsonby East,1,,2,1.0,48.0,1.0,-36.851779,174.740976,2016-08-19 19:49:23.222186
13735399,19040245,Entire home/apt,,Auckland Central West,0,,2,1.0,149.0,1.0,-36.852273,174.759123,2016-08-19 19:49:21.806644
14144495,85415580,Private room,,Lynfield North,0,,1,1.0,67.0,1.0,-36.913537,174.719089,2016-08-19 19:49:17.906328
5806643,30126513,Entire home/apt,,Auckland Central West,1,,4,2.0,98.0,1.0,-36.858023,174.755569,2016-08-19 19:49:14.893154
10526576,51020326,Shared room,,Roberton,7,4.0,16,1.0,10.0,1.0,-36.896499,174.703665,2016-08-19 19:49:08.568949
5030241,13507129,Entire home/apt,,Waiheke Island,5,5.0,2,0.0,206.0,,-36.786176,175.018277,2016-08-19 19:49:00.039000
4693173,24262263,Entire home/apt,,Mt Victoria,18,5.0,2,1.0,116.0,7.0,-36.824162,174.799261,2016-08-19 19:48:57.385283
13178363,58808656,Private room,,Castor Bay,0,,2,1.0,38.0,1.0,-36.760423,174.767139,2016-08-19 19:48:49.127238
14404659,14142495,Private room,,Westmere,0,,2,1.0,37.0,1.0,-36.859743,174.726672,2016-08-19 19:48:37.136823
13478574,76986373,Private room,,Freemans Bay,3,4.0,1,1.0,33.0,2.0,-36.853244,174.7506,2016-08-19 19:48:30.473106
13592481,5862528,Entire home/apt,,Waiheke Island,0,,4,2.0,112.0,1.0,-36.793741,175.086496,2016-08-19 19:48:21.178687
13805378,9260214,Entire home/apt,,Auckland Central East,8,5.0,2,1.0,94.0,,-36.850377,174.765255,2016-08-19 19:48:07.389273
10882690,50919941,Entire home/apt,,Waiheke Island,0,,13,3.0,334.0,,-36.78349,175.04174,2016-08-19 19:47:54.894590
11514585,51775431,Private room,,Kingsland,0,,2,1.0,68.0,2.0,-36.870802,174.744852,2016-08-19 19:47:54.071901
9465925,3751979,Private room,,Waiheke Island,3,4.0,3,1.0,98.0,1.0,-36.790941,175.041447,2016-08-19 19:47:52.398218
13209355,9057967,Entire home/apt,,Newton,0,,5,2.0,135.0,1.0,-36.859152,174.755811,2016-08-19 19:40:04.209981
13466286,76003833,Entire home/apt,,Ponsonby West,0,,6,3.0,112.0,3.0,-36.850556,174.733746,2016-08-19 19:40:01.280586
14156783,85582513,Entire home/apt,,Murrays Bay,0,,5,2.0,119.0,6.0,-36.729607,174.751254,2016-08-19 19:40:00.364223
13515522,26229054,Private room,,Eden Terrace,1,,2,1.0,27.0,1.0,-36.866169,174.761291,2016-08-19 19:39:58.485331
13250178,41667696,Private room,,Lake Pupuke,2,,2,1.0,37.0,1.0,-36.772866,174.759961,2016-08-19 19:39:57.727234
1786379,9375371,Entire home/apt,,Mt Albert Central,44,4.5,2,1.0,57.0,1.0,-36.884908,174.721932,2016-08-19 19:39:47.568371
5696436,15683098,Private room,,Orakei South,29,5.0,2,1.0,41.0,3.0,-36.870078,174.808565,2016-08-19 19:39:45.048760
12953670,68208836,Private room,,Campbells Bay,4,5.0,3,1.0,53.0,1.0,-36.745629,174.753886,2016-08-19 19:39:42.793508
9493630,49204932,Private room,,Mission Bay,26,5.0,1,1.0,37.0,1.0,-36.855481,174.828064,2016-08-19 19:39:42.655631
12918383,70731301,Private room,,Freemans Bay,0,,2,1.0,91.0,,-36.851451,174.74934,2016-08-19 19:39:39.788821
12040041,63433534,Private room,,Westmere,0,,2,1.0,64.0,1.0,-36.857991,174.721351,2016-08-19 19:39:37.296505
7481133,32222016,Private room,,Westlake,0,,2,1.0,34.0,1.0,-36.792305,174.755472,2016-08-19 19:39:35.922446
9825477,50605617,Entire home/apt,,Sherbourne,26,5.0,2,1.0,68.0,1.0,-36.8762,174.761338,2016-08-19 19:39:34.500763
2396605,288072,Private room,,Glenfield North,0,,2,1.0,60.0,1.0,-36.776612,174.727636,2016-08-19 19:39:29.991446
11261790,12781363,Private room,,St Lukes,0,,2,1.0,74.0,1.0,-36.869224,174.732838,2016-08-19 19:39:25.914451
13553332,72550652,Entire home/apt,,Waiheke Island,0,,4,2.0,249.0,2.0,-36.782381,175.025293,2016-08-19 19:39:23.328074
7535234,39479046,Private room,,Manly,1,,2,1.0,41.0,1.0,-36.633169,174.753835,2016-08-19 19:39:02.626448
10594145,54660431,Private room,,Point Chevalier East,5,4.5,2,1.0,37.0,2.0,-36.867466,174.708547,2016-08-19 19:39:02.079004
14505448,86424874,Entire home/apt,,Auckland Central West,0,,2,0.0,75.0,1.0,-36.850196,174.764149,2016-08-19 19:38:55.551411
8977078,18364233,Private room,,Ponsonby East,2,,2,1.0,101.0,3.0,-36.855971,174.742985,2016-08-19 19:38:55.077411
13379338,4389860,Private room,,Herne Bay,1,,2,1.0,150.0,1.0,-36.843687,174.731078,2016-08-19 19:38:53.225196
11483624,60450374,Private room,,Birkdale South,0,,1,1.0,29.0,7.0,-36.8029,174.708055,2016-08-19 19:38:51.143316
2730011,10140310,Entire home/apt,,Arch Hill,140,5.0,2,1.0,91.0,2.0,-36.86538,174.745157,2016-08-19 19:38:47.416854
11753843,62542917,Entire home/apt,,Kauri Park,0,,2,1.0,116.0,2.0,-36.813883,174.704099,2016-08-19 19:38:45.470555
2182598,11129930,Private room,,Narrow Neck,53,5.0,4,1.0,65.0,1.0,-36.817456,174.786122,2016-08-19 19:38:39.320553
12794966,26184717,Entire home/apt,,Westmere,0,,2,1.0,82.0,2.0,-36.858958,174.727763,2016-08-19 19:38:36.023633
11243112,58639743,Entire home/apt,,Waiheke Island,2,,8,3.0,217.0,2.0,-36.793293,175.023642,2016-08-19 19:38:35.811058
9841499,50677321,Entire home/apt,,Ambury,5,5.0,4,3.0,112.0,1.0,-36.950521,174.773891,2016-08-19 19:38:32.199706
11759196,2763749,Private room,,Mt Eden North,0,,2,1.0,64.0,1.0,-36.870385,174.751697,2016-08-19 19:38:28.832290
11551931,50919941,Entire home/apt,,Waiheke Island,0,,9,4.0,432.0,,-36.782025,175.023819,2016-08-19 19:38:26.997220
11109610,46325937,Private room,,Auckland Central West,9,4.5,2,1.0,48.0,1.0,-36.856057,174.758371,2016-08-19 19:38:16.911771
14208770,86255983,Private room,,Auckland Harbourside,0,,2,1.0,60.0,2.0,-36.843737,174.762433,2016-08-19 19:38:16.637477
10231603,51020326,Shared room,,Roberton,4,4.0,16,1.0,10.0,1.0,-36.896465,174.703463,2016-08-19 19:38:14.719523
6630276,8440161,Private room,,St Lukes,1,,1,1.0,67.0,2.0,-36.872415,174.734371,2016-08-19 19:38:13.328500
13425428,4140161,Entire home/apt,,Auckland Harbourside,0,,5,2.0,263.0,1.0,-36.843447,174.763668,2016-08-19 19:38:09.205853
1827803,5760146,Private room,,Grey Lynn West,95,5.0,2,1.0,67.0,2.0,-36.86302,174.739068,2016-08-19 19:38:05.785531
10548677,27105747,Private room,,Mt Victoria,1,,2,1.0,73.0,2.0,-36.825361,174.809389,2016-08-19 19:38:03.752961
7789832,40995189,Entire home/apt,,Rewarewa,0,,6,5.0,149.0,7.0,-36.923311,174.677215,2016-08-19 19:37:59.336453
6613739,32469015,Entire home/apt,,Karekare,19,5.0,8,3.0,150.0,2.0,-36.961912,174.472657,2016-08-19 19:37:58.856845
9478744,17084350,Private room,,Pukekohe North,0,,2,1.0,37.0,1.0,-37.201024,174.895292,2016-08-19 19:37:55.193993
13959846,83163723,Entire home/apt,,Ellerslie North,0,,5,3.0,186.0,,-36.887527,174.82316,2016-08-19 19:37:55.028293
10412610,8843633,Entire home/apt,,Waiheke Island,5,5.0,2,1.0,63.0,1.0,-36.783986,175.046674,2016-08-19 19:37:52.212696
3918210,18158501,Entire home/apt,,Auckland Central West,138,4.5,4,2.0,87.0,2.0,-36.85141,174.75978,2016-08-19 19:37:46.379677
6851117,35898945,Private room,,Turanga,9,5.0,2,1.0,90.0,1.0,-36.950763,174.988619,2016-08-19 19:37:44.349425
14456017,72429932,Private room,,Orakei North,0,,2,1.0,45.0,7.0,-36.857847,174.828207,2016-08-19 19:37:42.333371
13022579,71910983,Entire home/apt,,Witheford,3,4.5,2,1.0,53.0,2.0,-36.775247,174.715959,2016-08-19 19:37:39.383690
11572600,37276265,Private room,,Waiheke Island,0,,2,1.0,90.0,2.0,-36.790084,175.033576,2016-08-19 19:37:38.963460
13467582,63568099,Private room,,Three Kings,3,4.5,2,1.0,29.0,1.0,-36.899233,174.749768,2016-08-19 19:37:30.186118
11908255,51675519,Entire home/apt,,Auckland Central East,10,4.5,4,2.0,91.0,2.0,-36.856359,174.764718,2016-08-19 19:37:23.061166
5630534,15492661,Private room,,Beachhaven North,32,5.0,1,1.0,34.0,2.0,-36.784759,174.691303,2016-08-19 19:37:18.533980
5407538,27982406,Private room,,Glenfield Central,9,5.0,2,1.0,32.0,1.0,-36.788487,174.728183,2016-08-19 19:37:16.022103
9715820,50156648,Private room,,Greenhithe,0,,2,1.0,74.0,1.0,-36.769859,174.703441,2016-08-19 19:37:11.739702
14173155,81396988,Private room,,Sunnynook,1,,2,1.0,30.0,1.0,-36.752852,174.736948,2016-08-19 19:37:10.751812
11638524,61691981,Private room,,Point Chevalier South,9,4.5,2,1.0,30.0,2.0,-36.871133,174.723052,2016-08-19 19:36:57.595342
12735859,67650544,Shared room,,Kingsland,0,,1,1.0,21.0,1.0,-36.873164,174.750574,2016-08-19 19:36:54.753044
14593622,90513823,Private room,,Glendhu,0,,2,1.0,45.0,1.0,-36.770359,174.708416,2016-08-19 19:36:51.204505
8133743,42240590,Entire home/apt,,Waiheke Island,14,5.0,2,1.0,87.0,1.0,-36.794029,175.085375,2016-08-19 19:36:48.894757
12011851,64255715,Private room,,Newton,6,5.0,2,1.0,34.0,1.0,-36.862978,174.758812,2016-08-19 19:36:45.434057
10318121,53092790,Entire home/apt,,Auckland Central West,1,,2,1.0,97.0,3.0,-36.853675,174.758903,2016-08-19 19:36:34.063863
14142300,85385955,Entire home/apt,,Northcote South,1,,5,3.0,97.0,1.0,-36.806681,174.737417,2016-08-19 19:36:24.897083
11259710,55696344,Entire home/apt,,Waiheke Island,11,5.0,2,1.0,187.0,,-36.777068,175.00485,2016-08-19 19:36:18.619757
7899405,40078882,Entire home/apt,,Meadowbank South,9,5.0,2,0.0,67.0,4.0,-36.876111,174.828511,2016-08-19 19:36:15.746183
8940528,46735479,Entire home/apt,,Grey Lynn West,58,5.0,3,0.0,75.0,,-36.860021,174.734608,2016-08-19 19:36:13.444772
2891416,14777745,Entire home/apt,,One Tree Hill East,16,5.0,2,1.0,98.0,2.0,-36.904701,174.802295,2016-08-19 19:36:11.827569
9465012,48351222,Private room,,Waiheke Island,8,5.0,2,1.0,94.0,2.0,-36.785987,175.010209,2016-08-19 19:35:56.005138
6199918,31681106,Entire home/apt,,Grey Lynn East,66,4.5,2,1.0,57.0,2.0,-36.860159,174.745265,2016-08-19 19:35:53.094790
6225942,27196654,Private room,,Surrey Crescent,18,5.0,1,1.0,41.0,3.0,-36.860723,174.731449,2016-08-19 19:35:37.290584
13964997,83231733,Shared room,,Unsworth Heights,1,,1,1.0,83.0,1.0,-36.758022,174.71447,2016-08-19 19:35:33.330959
14076258,84582463,Entire home/apt,,Auckland Harbourside,0,,2,1.0,135.0,2.0,-36.84533,174.769888,2016-08-19 19:35:29.486461
8288663,38399766,Private room,,Northcote South,1,,2,1.0,90.0,3.0,-36.822326,174.747783,2016-08-19 19:35:27.565469
11040797,57296703,Private room,,Hauraki,0,,2,1.0,60.0,1.0,-36.799905,174.782625,2016-08-19 19:35:20.308180
6436733,30756214,Private room,,Paremoremo East,0,,2,1.0,82.0,2.0,-36.750643,174.660655,2016-08-19 19:35:16.413541
14016582,83636676,Private room,,Hillsborough West,2,,2,1.0,30.0,1.0,-36.924501,174.751868,2016-08-19 19:35:09.485877
14505195,57939460,Entire home/apt,,Westmere,0,,3,1.0,82.0,5.0,-36.854327,174.729698,2016-08-19 19:34:52.136056
13675224,21191458,Entire home/apt,,Auckland Central West,2,,4,2.0,143.0,3.0,-36.853236,174.762297,2016-08-19 19:34:44.485987
9077211,47339405,Private room,,Balmoral,58,5.0,2,1.0,48.0,1.0,-36.888052,174.755115,2016-08-19 19:34:39.570465
4457987,19984195,Private room,,Arch Hill,37,5.0,2,1.0,63.0,2.0,-36.867197,174.742836,2016-08-19 19:34:36.379532
13141315,73253780,Entire home/apt,,Hauraki,4,5.0,2,1.0,52.0,2.0,-36.796999,174.776055,2016-08-19 19:34:35.014316
5230384,27067561,Entire home/apt,,Grey Lynn West,0,,2,1.0,150.0,1.0,-36.858337,174.734827,2016-08-19 19:34:33.342896
12178533,3568297,Shared room,,Point Chevalier West,0,,4,1.0,19.0,1.0,-36.868806,174.706476,2016-08-19 19:34:31.008576
11823069,62978522,Entire home/apt,,Monarch Park,1,,2,1.0,53.0,1.0,-36.792598,174.728582,2016-08-19 19:34:28.831441
2004647,5760146,Entire home/apt,,Grey Lynn West,2,,4,2.0,65.0,2.0,-36.860936,174.737476,2016-08-19 19:34:24.812518
9276183,48174673,Entire home/apt,,Mt Albert Central,0,,7,4.0,263.0,7.0,-36.885902,174.725244,2016-08-19 19:34:20.504887
11765548,62622569,Shared room,,Greenmount,1,,12,1.0,15.0,1.0,-36.943396,174.906456,2016-08-19 19:34:15.744604
9318936,22670388,Private room,,Avondale South,1,,2,1.0,30.0,5.0,-36.912436,174.702306,2016-08-19 19:34:12.996683
10809304,55957856,Entire home/apt,,Glenavon,22,5.0,3,1.0,73.0,,-36.901754,174.700924,2016-08-19 19:34:04.230185
14098586,84156429,Private room,,Mt Eden North,0,,2,1.0,45.0,1.0,-36.868471,174.763555,2016-08-19 19:33:56.959833
4296276,22303419,Private room,,Roberton,0,,1,1.0,74.0,2.0,-36.890831,174.699966,2016-08-19 19:33:40.118652
12614615,20416804,Private room,,Mt Victoria,1,,2,1.0,60.0,1.0,-36.829933,174.797512,2016-08-19 19:33:34.283251
14015811,83834321,Entire home/apt,,Grey Lynn East,0,,2,1.0,112.0,14.0,-36.857518,174.742298,2016-08-19 19:33:26.626296
9650444,49891611,Private room,,Mt Eden East,0,,1,1.0,30.0,1.0,-36.887571,174.762312,2016-08-19 19:33:21.593318
12956721,7224974,Private room,,Arch Hill,1,,1,1.0,34.0,1.0,-36.863299,174.749655,2016-08-19 19:33:08.551232
5659598,10524595,Entire home/apt,,Ponsonby West,11,5.0,2,1.0,90.0,2.0,-36.848742,174.73238,2016-08-19 19:33:04.710502
12434345,67265699,Entire home/apt,,Ponsonby East,0,,6,3.0,300.0,5.0,-36.852457,174.742509,2016-08-19 19:33:00.021535
5593856,7310978,Private room,,Waiheke Island,9,5.0,2,1.0,98.0,1.0,-36.785752,175.044654,2016-08-19 19:32:49.494502
11740887,59383859,Private room,,Kingsland,10,4.5,2,1.0,60.0,1.0,-36.872042,174.744552,2016-08-19 19:32:39.333885
13469880,77049848,Private room,,Greenmount,1,,2,1.0,46.0,1.0,-36.943194,174.903865,2016-08-19 19:32:35.528128
10001213,5947545,Entire home/apt,,Auckland Central West,31,4.5,4,2.0,102.0,2.0,-36.850368,174.761819,2016-08-19 19:32:19.186998
13439944,46670576,Private room,,Albany,0,,1,1.0,26.0,2.0,-36.721961,174.687379,2016-08-19 19:32:11.584884
11150177,57974368,Private room,,One Tree Hill Central,2,,2,1.0,45.0,3.0,-36.902521,174.776495,2016-08-19 19:32:01.314731
5571847,28880809,Private room,,Papatoetoe North,62,5.0,2,1.0,34.0,1.0,-36.976691,174.850729,2016-08-19 19:31:56.271978
14058608,23837336,Entire home/apt,,Ponsonby East,0,,4,2.0,112.0,,-36.850509,174.742419,2016-08-19 19:31:50.687697
10228876,21895701,Entire home/apt,,Northcote South,6,4.5,3,2.0,97.0,4.0,-36.810358,174.743828,2016-08-19 19:31:48.324211
5135819,26552387,Entire home/apt,,Parakai Rural,5,5.0,6,2.0,105.0,1.0,-36.669613,174.406733,2016-08-19 19:31:45.482678
13381430,74921969,Private room,,Narrow Neck,9,5.0,2,1.0,57.0,1.0,-36.815402,174.793728,2016-08-19 19:31:44.462979
10967487,56895556,Entire home/apt,,Waiheke Island,9,4.5,4,2.0,139.0,1.0,-36.784303,175.025617,2016-08-19 19:31:43.929812
5993783,27753540,Private room,,Grey Lynn East,0,,2,1.0,53.0,1.0,-36.86024,174.74892,2016-08-19 19:31:40.500401
13253537,31884654,Entire home/apt,,Waiheke Island,2,,2,1.0,206.0,1.0,-36.800167,175.035902,2016-08-19 19:31:36.710178
9300569,5535450,Entire home/apt,,Waiheke Island,0,,6,3.0,446.0,6.0,-36.788715,175.019025,2016-08-19 19:31:30.972010
2079187,7374526,Entire home/apt,,Mt Eden North,0,,2,2.0,90.0,2.0,-36.872478,174.756459,2016-08-19 19:31:26.635060
5480157,28418610,Private room,,Balmoral,60,5.0,3,1.0,87.0,1.0,-36.88442,174.748907,2016-08-19 19:31:26.343301
4165380,21619633,Private room,,St Heliers,0,,2,1.0,150.0,2.0,-36.851794,174.859054,2016-08-19 19:31:24.021824
2357315,12038929,Private room,,Castor Bay,15,4.5,2,1.0,68.0,2.0,-36.762721,174.765794,2016-08-19 19:31:21.783933
1298043,6725035,Entire home/apt,,St Lukes,83,5.0,3,1.0,98.0,1.0,-36.87575,174.734235,2016-08-19 19:31:16.477295
9565132,49520741,Private room,,Waiheke Island,1,,4,1.0,180.0,2.0,-36.786992,175.021111,2016-08-19 19:31:12.305570
9812935,2792511,Entire home/apt,,Point Chevalier East,15,5.0,2,1.0,90.0,2.0,-36.856739,174.70716,2016-08-19 19:31:08.986532
13981727,55577367,Shared room,,Lynnmall,0,,1,1.0,19.0,1.0,-36.909599,174.682018,2016-08-19 19:31:07.748601
13514317,77590155,Entire home/apt,,Hillsborough East,0,,2,1.0,90.0,1.0,-36.929754,174.758986,2016-08-19 19:30:56.199827
4000925,13205991,Entire home/apt,,Dannemora,0,,4,2.0,82.0,1.0,-36.942012,174.908517,2016-08-19 19:30:48.354739
14187664,86001351,Private room,,Murrays Bay,0,,2,1.0,74.0,2.0,-36.728408,174.752042,2016-08-19 19:30:45.634873
14287070,16637389,Private room,,Point View,0,,2,1.0,43.0,1.0,-36.949541,174.914345,2016-08-19 19:30:43.183926
13364118,74754377,Private room,,Hamlin,0,,1,1.0,29.0,1.0,-36.911442,174.834414,2016-08-19 19:30:40.527337
13253089,7121331,Private room,,St Lukes,0,,1,1.0,26.0,3.0,-36.879819,174.734253,2016-08-19 19:30:38.348655
2797041,14307950,Private room,,Awhitu,2,,3,1.0,64.0,2.0,-37.123161,174.604711,2016-08-19 19:30:37.832399
10790289,51020326,Shared room,,Owairaka West,2,,16,1.0,10.0,1.0,-36.896429,174.704677,2016-08-19 19:30:35.142112
1080974,5945695,Private room,,Redoubt South,20,5.0,2,1.0,41.0,1.0,-37.002597,174.906893,2016-08-19 19:30:34.891748
10812471,55981404,Entire home/apt,,Waiheke Island,0,,8,4.0,896.0,3.0,-36.800555,174.993107,2016-08-19 19:30:30.513683
10686201,41765692,Private room,,Forrest Hill,4,3.5,1,1.0,18.0,1.0,-36.771954,174.745634,2016-08-19 19:30:29.503128
14476845,84022320,Private room,,Auckland Central East,0,,2,1.0,41.0,1.0,-36.855501,174.76467,2016-08-19 19:30:25.995713
13213643,74093963,Private room,,Pigeon Mountain South,0,,2,1.0,37.0,,-36.90227,174.896296,2016-08-19 19:30:24.605601
7025609,36827424,Private room,,Point Chevalier East,11,5.0,1,1.0,37.0,1.0,-36.85976,174.709343,2016-08-19 19:30:23.975781
9577104,24022840,Private room,,Arch Hill,5,5.0,2,1.0,45.0,1.0,-36.867384,174.746099,2016-08-19 19:30:21.907673
5164925,7189162,Entire home/apt,,Arch Hill,17,5.0,4,2.0,57.0,,-36.867468,174.744442,2016-08-19 19:30:20.350596
9682141,50013750,Entire home/apt,,Takapuna Central,0,,2,1.0,112.0,1.0,-36.780644,174.775644,2016-08-19 19:30:17.741043
7077775,37107745,Private room,,Eden Terrace,32,5.0,1,1.0,45.0,1.0,-36.867322,174.758726,2016-08-19 19:30:05.286655
2008488,10336739,Private room,,Waiheke Island,43,5.0,2,1.0,90.0,2.0,-36.792478,175.083176,2016-08-19 19:30:00.564779
